work_year,experience_level_encoded,company_size_encoded,remote_ratio,job_Data_Engineer,job_Data_Scientist,job_ML_AI_Engineer,job_Manager_Lead,job_Other,salary_in_usd
2025,2,1,0,1,0,0,0,0,152142
2024,2,1,0,0,0,0,0,1,195000
2025,1,1,0,0,0,0,1,0,329600
2024,1,1,0,0,1,0,0,0,157600
2024,2,1,0,1,0,0,0,0,278800
2023,1,1,0,0,1,0,0,0,220000
2024,2,1,100,0,0,0,0,0,220000
2022,2,1,0,1,0,0,0,0,36773
2024,1,1,0,1,0,0,0,0,225000
2025,1,1,0,0,0,0,0,1,99700
2025,2,1,0,0,1,0,0,0,201600
2023,2,1,100,0,1,0,0,0,157000
2025,1,1,0,1,0,0,0,0,108000
2025,1,1,0,0,0,0,1,0,70600
2025,2,1,0,1,0,0,0,0,141000
2025,3,1,0,0,0,0,1,0,323000
2025,1,1,100,0,0,0,1,0,175000
2023,2,1,0,1,0,0,0,0,144800
2025,2,1,0,1,0,0,0,0,135000
2024,2,1,100,1,0,0,0,0,299000
2025,0,1,100,1,0,0,0,0,140000
2024,1,1,0,0,0,0,1,0,109800
2025,1,1,0,0,1,0,0,0,155300
2025,1,1,100,0,0,0,0,0,109000
2025,2,1,100,0,0,0,0,0,129000
2024,2,2,100,1,0,0,0,0,289000
2023,2,1,0,0,0,0,0,0,46200
2024,1,1,0,1,0,0,0,0,177100
2025,0,1,0,0,0,0,0,0,634000
2024,0,1,0,0,0,0,0,0,90000
2024,2,1,100,0,0,0,1,0,123840
2024,2,1,100,1,0,0,0,0,143500
2025,2,1,0,1,0,0,0,0,203900
2024,2,1,0,0,0,0,0,0,140160
2025,2,1,100,0,0,0,1,0,184150
2022,2,1,100,1,0,0,0,0,160080
2024,2,2,0,1,0,0,0,0,117000
2024,1,0,0,0,1,0,0,0,70000
2024,2,1,0,0,0,0,1,0,88761
2023,1,1,0,1,0,0,0,0,158200
2024,2,1,0,1,0,0,0,0,219000
2024,1,1,0,0,0,0,0,1,125000
2024,2,1,0,1,0,0,0,0,206300
2025,1,1,100,0,0,0,0,0,78000
2023,2,1,100,0,0,0,1,0,104800
2025,1,1,0,0,1,0,0,0,133195
2024,2,1,0,0,1,0,0,0,300000
2024,2,1,0,0,0,0,1,0,174500
2025,2,1,100,0,1,0,0,0,138715
2024,1,1,0,0,0,0,1,0,389500
2024,1,1,0,1,0,0,0,0,137750
2025,1,1,0,1,0,0,0,0,250000
2024,0,1,0,1,0,0,0,0,106840
2024,2,1,0,1,0,0,0,0,123300
2024,0,1,0,0,0,0,0,1,70550
2024,1,1,0,0,1,0,0,0,108300
2024,2,1,0,1,0,0,0,0,166560
2025,1,1,0,1,0,0,0,0,169804
2025,1,2,0,1,0,0,0,0,200000
2025,2,1,0,1,0,0,0,0,303000
2024,1,1,0,0,0,0,0,1,85000
2023,3,1,100,1,0,0,0,0,295500
2025,1,1,0,1,0,0,0,0,170400
2025,1,1,0,0,0,0,0,1,53000
2024,3,1,100,1,0,0,0,0,222830
2025,2,1,0,1,0,0,0,0,236500
2023,2,1,100,0,1,0,0,0,253000
2024,2,1,100,1,0,0,0,0,211000
2024,2,1,100,1,0,0,0,0,292500
2025,0,1,0,0,0,0,0,0,175000
2025,2,1,0,0,0,0,0,0,142320
2024,2,1,0,1,0,0,0,0,96400
2025,1,1,100,0,0,0,1,0,140000
2024,0,1,100,0,1,0,0,0,81075
2024,1,1,0,0,0,0,1,0,81900
2024,1,1,0,1,0,0,0,0,100700
2025,3,1,0,0,0,0,0,1,359500
2024,2,1,100,0,1,0,0,0,84500
2024,1,1,100,0,0,0,1,0,77760
2024,1,1,0,0,0,0,0,0,67000
2024,1,1,0,1,0,0,0,0,300000
2024,2,2,100,1,0,0,0,0,177900
2022,1,2,50,1,0,0,0,0,52533
2024,2,1,0,1,0,0,0,0,115500
2025,1,1,100,0,0,0,0,1,78100
2024,1,1,0,0,1,0,0,0,107799
2025,1,1,0,0,0,0,0,0,150500
2025,2,1,100,0,0,0,0,0,152000
2024,1,1,0,0,1,0,0,0,164450
2024,2,1,0,1,0,0,0,0,200000
2022,1,0,100,1,0,0,0,0,60000
2024,2,1,0,1,0,0,0,0,209720
2024,2,1,0,1,0,0,0,0,165200
2024,2,1,0,0,0,0,1,0,250000
2025,2,1,100,1,0,0,0,0,200569
2024,2,1,0,0,0,0,0,0,185000
2022,3,0,100,0,1,0,0,0,180000
2025,2,1,0,0,1,0,0,0,162000
2024,2,1,0,1,0,0,0,0,122200
2025,2,1,0,1,0,0,0,0,280600
2024,2,1,100,0,0,0,1,0,276760
2024,2,1,0,1,0,0,0,0,200500
2024,2,1,0,1,0,0,0,0,177747
2025,2,2,100,1,0,0,0,0,100000
2024,0,1,0,0,0,0,0,0,80000
2024,2,1,0,1,0,0,0,0,214500
2025,1,1,0,0,0,0,0,1,17684
2025,2,1,0,1,0,0,0,0,250600
2024,2,1,0,0,1,0,0,0,180000
2023,2,1,100,0,1,0,0,0,178538
2025,2,1,0,0,1,0,0,0,87120
2024,2,1,0,1,0,0,0,0,199500
2025,0,1,0,0,0,0,0,0,55000
2025,2,1,0,0,0,0,1,0,340000
2024,2,1,0,0,1,0,0,0,184000
2023,2,1,0,0,1,0,0,0,306000
2024,3,1,0,0,1,0,0,0,233850
2023,2,1,100,0,1,0,0,0,192000
2024,1,1,0,1,0,0,0,0,165000
2024,2,1,0,1,0,0,0,0,130100
2024,2,1,0,0,0,0,0,0,149200
2024,2,1,100,1,0,0,0,0,342844
2024,2,1,100,1,0,0,0,0,94000
2024,2,1,0,1,0,0,0,0,106300
2025,2,1,0,0,0,0,0,0,69000
2024,0,1,0,0,1,0,0,0,194500
2023,2,1,100,0,0,0,0,0,207611
2023,1,1,0,0,1,0,0,0,170000
2025,1,1,100,0,1,0,0,0,110000
2025,2,1,100,1,0,0,0,0,165000
2024,2,1,100,0,0,0,0,0,129700
2024,2,1,100,0,1,0,0,0,168000
2024,0,1,0,0,0,0,0,0,58542
2024,1,1,0,0,0,0,0,0,154000
2025,2,1,0,0,0,0,0,1,94000
2025,2,1,100,1,0,0,0,0,102500
2024,2,1,100,1,0,0,0,0,195000
2023,2,1,100,0,0,0,1,0,144300
2024,2,1,0,1,0,0,0,0,145000
2023,2,1,0,1,0,0,0,0,158600
2025,2,1,0,0,0,0,1,0,170760
2024,2,1,100,0,0,0,0,1,50700
2024,1,1,0,0,1,0,0,0,149600
2024,0,1,0,0,0,0,1,0,103000
2025,1,1,0,1,0,0,0,0,151000
2024,2,1,0,0,0,0,1,0,181500
2024,2,1,0,0,0,0,0,0,112860
2024,1,1,100,0,1,0,0,0,170000
2025,2,1,0,1,0,0,0,0,109800
2023,2,1,0,0,1,0,0,0,197000
2024,2,1,100,0,0,0,1,0,66000
2024,2,1,0,1,0,0,0,0,177000
2024,2,1,100,0,0,0,0,0,104000
2025,0,1,100,0,0,0,0,0,73600
2024,1,1,0,0,0,0,0,1,177905
2025,1,1,0,0,0,0,1,0,119000
2024,2,1,0,0,0,0,0,1,109200
2024,1,1,0,0,0,0,1,0,196800
2025,1,1,0,1,0,0,0,0,315000
2024,1,1,0,0,0,0,0,1,133000
2023,2,1,0,0,0,0,0,0,129000
2025,2,1,0,1,0,0,0,0,131600
2024,2,1,100,1,0,0,0,0,172150
2025,0,1,100,0,0,0,0,0,50000
2025,1,1,0,0,0,0,0,1,48000
2024,2,1,0,1,0,0,0,0,283800
2024,2,1,0,0,0,0,1,0,192000
2025,0,1,0,0,0,0,0,1,112565
2025,2,1,0,0,0,0,1,0,135000
2024,2,1,0,0,0,0,1,0,152500
2024,0,1,0,0,0,0,0,0,65680
2024,2,1,0,0,1,0,0,0,190180
2024,1,1,0,0,1,0,0,0,158000
2025,2,1,100,0,1,0,0,0,180370
2024,2,1,100,1,0,0,0,0,166600
2024,1,1,0,0,0,0,1,0,80000
2024,1,1,0,1,0,0,0,0,80300
2025,2,1,0,1,0,0,0,0,149076
2024,0,1,0,1,0,0,0,0,264200
2024,1,1,0,1,0,0,0,0,99200
2025,2,1,0,1,0,0,0,0,150143
2024,1,1,0,0,1,0,0,0,172000
2024,2,1,0,1,0,0,0,0,92118
2025,2,1,0,1,0,0,0,0,184000
2024,1,1,0,0,1,0,0,0,278900
2024,1,1,0,1,0,0,0,0,209657
2024,1,1,0,0,0,0,0,1,116040
2025,1,1,100,0,0,0,1,0,135000
2024,2,1,0,1,0,0,0,0,242000
2025,2,1,0,1,0,0,0,0,130295
2022,3,1,100,1,0,0,0,0,216000
2024,1,1,0,1,0,0,0,0,111000
2024,0,1,0,0,0,0,0,0,27777
2025,1,1,0,0,0,0,0,1,80480
2025,2,1,100,0,1,0,0,0,192000
2024,1,1,0,0,1,0,0,0,230000
2024,3,1,0,0,1,0,0,0,274800
2024,2,1,100,1,0,0,0,0,260000
2024,2,1,0,0,0,0,0,1,142700
2025,2,1,100,0,0,0,0,1,135000
2024,0,1,0,0,0,0,0,0,74971
2023,2,1,100,0,1,0,0,0,267100
2024,2,1,0,1,0,0,0,0,150762
2024,2,1,100,0,1,0,0,0,140280
2025,2,1,0,1,0,0,0,0,200000
2025,2,1,0,1,0,0,0,0,140000
2024,1,1,100,1,0,0,0,0,170000
2025,2,1,0,1,0,0,0,0,250200
2024,0,1,0,0,1,0,0,0,113700
2023,2,2,0,0,1,0,0,0,94600
2024,2,1,0,0,1,0,0,0,122000
2024,0,1,0,1,0,0,0,0,168150
2025,1,1,100,0,0,0,0,1,140000
2024,2,1,0,0,0,0,0,1,219638
2025,2,1,0,0,0,0,1,0,144480
2024,2,1,0,1,0,0,0,0,124000
2025,1,1,100,0,1,0,0,0,104000
2024,2,1,0,1,0,0,0,0,187200
2024,2,1,0,1,0,0,0,0,160000
2023,2,1,100,1,0,0,0,0,175564
2024,3,1,0,1,0,0,0,0,353500
2024,2,1,100,1,0,0,0,0,194000
2025,1,1,0,0,0,0,0,1,104650
2024,2,1,0,0,0,0,1,0,164000
2024,1,1,0,0,1,0,0,0,170200
2025,2,1,0,1,0,0,0,0,514000
2024,2,1,100,0,0,0,1,0,175000
2024,2,1,0,1,0,0,0,0,108000
2025,1,1,0,0,1,0,0,0,56962
2025,2,1,0,0,1,0,0,0,324000
2022,1,1,100,1,0,0,0,0,63040
2024,2,1,0,0,1,0,0,0,168400
2025,2,1,0,1,0,0,0,0,194805
2024,1,1,0,0,0,0,1,0,124000
2025,0,1,0,0,0,0,0,0,106000
2024,1,1,0,0,0,0,1,0,154000
2025,2,1,0,1,0,0,0,0,195200
2024,1,1,0,0,0,0,0,0,155700
2024,2,1,0,0,0,0,0,1,98500
2025,1,1,100,0,0,0,1,0,175000
2024,2,1,0,0,1,0,0,0,252000
2022,2,1,100,1,0,0,0,0,101570
2023,0,1,0,0,0,0,0,0,59059
2023,2,1,0,0,1,0,0,0,159300
2025,2,1,0,0,0,0,0,1,56962
2023,0,2,0,0,1,0,0,0,130760
2022,1,1,0,1,0,0,0,0,130000
2024,1,1,100,0,0,0,0,0,48000
2024,1,1,100,1,0,0,0,0,145000
2024,1,1,0,0,0,0,1,0,86750
2023,2,1,100,1,0,0,0,0,169280
2024,1,1,0,1,0,0,0,0,128600
2022,2,1,100,0,0,0,0,1,124270
2023,1,2,100,1,0,0,0,0,110000
2022,2,1,100,0,1,0,0,0,350000
2021,0,2,50,0,0,0,0,0,42028
2024,2,1,100,0,0,0,0,1,115704
2025,2,1,0,1,0,0,0,0,148101
2024,2,1,0,1,0,0,0,0,226900
2024,2,1,0,0,0,0,1,0,212750
2025,2,1,100,1,0,0,0,0,36000
2024,1,1,100,0,0,0,0,0,75286
2023,2,1,0,0,1,0,0,0,234000
2023,2,1,0,0,0,0,0,0,155000
2024,2,1,0,1,0,0,0,0,92190
2022,2,1,100,0,1,0,0,0,182750
2025,1,1,0,1,0,0,0,0,79310
2024,2,1,0,1,0,0,0,0,690000
2024,2,1,0,0,0,0,0,0,178100
2024,3,1,0,0,0,0,0,1,146900
2024,2,1,0,0,1,0,0,0,104000
2024,1,1,0,1,0,0,0,0,246536
2025,1,1,0,1,0,0,0,0,116000
2025,2,1,0,0,1,0,0,0,123400
2025,1,1,0,0,1,0,0,0,50000
2024,2,1,0,1,0,0,0,0,170700
2025,0,1,0,0,0,0,0,1,18644
2025,3,1,0,1,0,0,0,0,328500
2024,2,1,0,1,0,0,0,0,85247
2024,2,1,0,0,0,0,1,0,136300
2024,2,1,100,1,0,0,0,0,110128
2024,2,1,0,1,0,0,0,0,166625
2025,1,1,0,0,0,0,1,0,201300
2025,1,1,0,0,0,0,1,0,178250
2024,1,1,0,0,1,0,0,0,280000
2025,2,1,0,0,0,0,0,1,180000
2025,2,1,100,1,0,0,0,0,133688
2025,0,1,0,1,0,0,0,0,84000
2025,2,1,0,1,0,0,0,0,118736
2025,2,1,0,1,0,0,0,0,160284
2024,1,1,0,0,0,0,0,1,49750
2024,0,1,0,0,0,0,0,0,37333
2025,1,1,0,0,0,0,1,0,43205
2023,2,1,100,1,0,0,0,0,150600
2024,0,1,0,0,0,0,0,1,162150
2025,1,1,100,1,0,0,0,0,180000
2024,1,1,0,0,0,0,1,0,136300
2024,2,1,0,1,0,0,0,0,299000
2024,2,1,0,1,0,0,0,0,160000
2024,1,1,0,0,0,0,0,1,209330
2025,2,1,0,1,0,0,0,0,232396
2024,2,1,0,0,0,0,1,0,158000
2024,2,1,100,1,0,0,0,0,86840
2024,0,1,0,0,0,0,0,0,53700
2024,0,1,0,1,0,0,0,0,158688
2025,2,1,0,0,1,0,0,0,135000
2024,2,1,0,1,0,0,0,0,120000
2025,2,1,0,1,0,0,0,0,259000
2024,2,1,100,1,0,0,0,0,149000
2025,0,1,100,0,0,0,0,0,79920
2024,2,1,0,1,0,0,0,0,193800
2025,2,1,0,0,0,0,0,0,80000
2024,2,1,100,1,0,0,0,0,170000
2024,1,1,0,1,0,0,0,0,95000
2023,2,1,100,0,0,0,0,0,91800
2025,2,1,100,1,0,0,0,0,108497
2025,2,1,0,0,0,0,0,1,325000
2024,2,1,0,1,0,0,0,0,429100
2024,0,1,0,1,0,0,0,0,111600
2022,2,1,100,0,1,0,0,0,220000
2025,1,1,0,1,0,0,0,0,128544
2025,2,1,100,0,1,0,0,0,113000
2025,2,1,100,0,0,0,0,1,141500
2025,2,1,0,0,0,0,1,0,149000
2025,2,1,0,1,0,0,0,0,264200
2025,1,1,0,1,0,0,0,0,145000
2024,2,2,0,1,0,0,0,0,164500
2025,0,1,0,0,0,0,0,1,73600
2024,1,1,0,0,0,0,1,0,111780
2024,2,1,100,1,0,0,0,0,98000
2024,1,1,100,0,0,0,1,0,48000
2025,1,1,0,1,0,0,0,0,105620
2025,2,2,0,1,0,0,0,0,151300
2024,2,1,0,1,0,0,0,0,160000
2024,2,1,0,1,0,0,0,0,205000
2024,2,1,0,1,0,0,0,0,178296
2025,1,1,100,0,0,0,0,0,79700
2025,2,1,0,0,0,0,0,1,91800
2024,1,1,0,0,1,0,0,0,79900
2024,2,1,0,0,1,0,0,0,161000
2024,1,1,0,0,0,0,0,0,47000
2025,2,1,0,1,0,0,0,0,200000
2024,1,1,100,0,0,0,0,0,145537
2023,2,1,0,1,0,0,0,0,205218
2025,2,1,0,0,1,0,0,0,251000
2024,2,1,100,0,0,0,0,1,67170
2022,1,1,0,0,0,0,0,0,100000
2024,1,0,50,0,0,0,1,0,125000
2025,2,1,100,0,0,0,0,0,128000
2025,2,1,100,0,0,0,1,0,75000
2025,2,1,0,1,0,0,0,0,227950
2025,1,1,0,1,0,0,0,0,170000
2024,0,1,0,0,0,0,0,0,117400
2024,1,1,100,1,0,0,0,0,145000
2024,1,1,100,0,0,0,1,0,105600
2024,0,1,0,0,1,0,0,0,129300
2025,2,1,0,0,0,0,0,1,118700
2024,1,1,0,0,0,0,0,1,146875
2024,1,1,100,0,0,0,1,0,85000
2024,2,1,0,1,0,0,0,0,146000
2025,1,1,100,0,0,0,1,0,195400
2024,2,1,0,0,0,0,0,1,465000
2025,1,1,0,1,0,0,0,0,124000
2024,2,1,100,0,1,0,0,0,177500
2024,2,1,0,0,0,0,0,0,78520
2024,0,1,0,0,1,0,0,0,79300
2025,2,1,0,1,0,0,0,0,89300
2024,0,1,0,1,0,0,0,0,216000
2024,2,1,100,1,0,0,0,0,200000
2023,2,1,0,1,0,0,0,0,212000
2024,2,1,0,1,0,0,0,0,224028
2025,0,1,100,0,0,0,0,0,93750
2024,2,1,0,1,0,0,0,0,133400
2024,0,1,0,1,0,0,0,0,173450
2024,2,1,0,1,0,0,0,0,191100
2022,2,1,100,0,1,0,0,0,196000
2024,2,1,0,0,0,0,0,0,86000
2025,1,1,0,1,0,0,0,0,98300
2024,1,1,100,1,0,0,0,0,230000
2024,2,1,0,1,0,0,0,0,317690
2024,2,1,0,1,0,0,0,0,118750
2023,0,1,0,0,0,0,0,0,70000
2024,1,1,0,0,0,0,0,1,135000
2025,2,1,100,1,0,0,0,0,244000
2024,2,1,0,0,1,0,0,0,264480
2025,2,1,100,0,0,0,1,0,115000
2023,1,1,0,0,0,0,0,1,140000
2025,2,1,0,0,0,0,0,1,156000
2024,3,1,0,1,0,0,0,0,173600
2024,0,1,0,0,0,0,0,0,165500
2024,2,1,0,1,0,0,0,0,180000
2024,2,1,0,0,0,0,1,0,165000
2024,0,1,0,0,1,0,0,0,134000
2024,2,1,0,0,0,0,0,1,98250
2023,3,1,0,0,0,0,1,0,70000
2024,2,1,0,0,1,0,0,0,186160
2024,1,1,0,0,0,0,0,1,84900
2024,1,1,0,0,0,0,0,1,105000
2025,1,1,0,1,0,0,0,0,101000
2024,2,1,100,1,0,0,0,0,195800
2025,2,1,0,0,1,0,0,0,275000
2024,0,1,0,0,0,0,0,0,61463
2025,1,1,100,1,0,0,0,0,61800
2024,2,1,0,0,1,0,0,0,93750
2024,0,1,0,0,0,0,1,0,63700
2021,1,0,100,1,0,0,0,0,95746
2025,2,1,0,1,0,0,0,0,208000
2024,1,1,0,1,0,0,0,0,150000
2024,2,1,0,1,0,0,0,0,130400
2024,1,1,0,1,0,0,0,0,196200
2024,2,1,100,1,0,0,0,0,96000
2025,1,1,100,0,0,0,1,0,75000
2025,2,1,0,0,0,0,1,0,237150
2025,0,1,0,0,0,0,0,0,78073
2023,2,1,0,0,0,0,1,0,190000
2024,2,1,0,1,0,0,0,0,131750
2024,1,1,100,0,0,0,0,0,72000
2024,1,1,0,1,0,0,0,0,210672
2024,1,1,0,0,0,0,1,0,132000
2024,2,1,0,0,1,0,0,0,88200
2025,0,1,0,0,0,0,0,0,193500
2023,2,1,0,0,0,0,0,0,82500
2025,2,1,0,0,0,0,1,0,201400
2024,2,1,0,0,0,0,0,1,115000
2025,2,1,0,0,1,0,0,0,215000
2023,2,1,0,1,0,0,0,0,65000
2023,2,1,0,0,1,0,0,0,260000
2025,2,1,0,1,0,0,0,0,30315
2024,1,1,100,0,1,0,0,0,117000
2024,2,1,0,0,0,0,1,0,290000
2024,2,0,0,1,0,0,0,0,108750
2025,1,1,0,1,0,0,0,0,147000
2024,2,1,100,0,1,0,0,0,114300
2024,2,1,0,1,0,0,0,0,212000
2024,1,1,0,1,0,0,0,0,186160
2025,2,1,0,1,0,0,0,0,259200
2025,1,1,0,1,0,0,0,0,121052
2023,2,1,100,1,0,0,0,0,187500
2021,1,1,100,0,1,0,0,0,46809
2025,2,1,0,1,0,0,0,0,185000
2023,2,1,100,0,1,0,0,0,164000
2024,2,1,0,1,0,0,0,0,276000
2025,0,1,100,1,0,0,0,0,120000
2025,1,1,0,0,1,0,0,0,183600
2024,0,1,100,0,0,0,0,0,68750
2025,1,1,0,0,1,0,0,0,260000
2024,1,1,0,0,0,0,1,0,60300
2024,2,1,100,1,0,0,0,0,142500
2023,2,1,0,1,0,0,0,0,162000
2024,0,1,100,0,1,0,0,0,53950
2025,2,1,100,1,0,0,0,0,233800
2025,2,1,0,1,0,0,0,0,176000
2024,2,1,0,1,0,0,0,0,213500
2024,2,1,0,1,0,0,0,0,234200
2025,2,1,0,0,0,0,0,1,215000
2022,2,1,0,0,1,0,0,0,80000
2024,2,1,0,0,0,0,1,0,127500
2024,1,1,0,0,1,0,0,0,37500
2024,2,1,0,1,0,0,0,0,262650
2025,2,1,0,1,0,0,0,0,158500
2025,1,1,0,0,0,0,0,0,69450
2025,2,1,100,1,0,0,0,0,100000
2024,0,1,0,0,1,0,0,0,46000
2025,0,1,100,0,0,0,0,1,36000
2025,2,1,100,0,0,0,1,0,116270
2025,2,1,100,0,0,0,0,0,105900
2025,2,1,100,1,0,0,0,0,194000
2024,1,1,0,0,1,0,0,0,145100
2024,1,1,0,0,0,0,0,1,122800
2024,2,1,0,0,0,0,0,0,180000
2024,2,1,100,0,0,0,0,1,98500
2024,3,1,0,0,0,0,0,0,142320
2024,2,1,0,1,0,0,0,0,206515
2025,1,1,0,0,1,0,0,0,111000
2025,2,1,0,0,0,0,1,0,255000
2024,2,1,0,0,0,0,1,0,74000
2020,0,0,100,1,0,0,0,0,41689
2025,1,1,0,0,0,0,1,0,261000
2024,1,1,0,1,0,0,0,0,140625
2022,1,1,100,0,1,0,0,0,150000
2024,0,1,0,1,0,0,0,0,237500
2024,2,1,0,0,0,0,1,0,239010
2024,2,1,0,1,0,0,0,0,84600
2024,1,1,0,1,0,0,0,0,142600
2025,2,1,0,1,0,0,0,0,176520
2024,1,2,50,0,1,0,0,0,41111
2025,2,1,0,1,0,0,0,0,96400
2024,0,1,100,0,0,0,0,0,40000
2024,2,1,0,1,0,0,0,0,441300
2024,1,1,0,0,0,0,0,1,85000
2024,2,1,0,0,0,0,1,0,163830
2024,2,1,0,0,0,0,0,0,78750
2024,2,1,0,1,0,0,0,0,228000
2025,1,1,0,0,0,0,0,1,166600
2025,1,1,0,1,0,0,0,0,166000
2023,2,1,100,0,1,0,0,0,200000
2024,1,1,0,0,0,0,0,0,140000
2022,2,1,0,0,1,0,0,0,245000
2024,2,1,0,0,1,0,0,0,106605
2025,1,1,0,0,1,0,0,0,136000
2025,2,1,0,0,0,0,0,0,130800
2025,0,1,0,0,1,0,0,0,300000
2025,3,1,0,1,0,0,0,0,250000
2025,1,1,100,0,0,0,0,1,89341
2024,0,1,0,0,0,0,1,0,67253
2024,2,1,0,1,0,0,0,0,277000
2025,1,1,0,0,0,0,0,1,149247
2024,0,1,0,1,0,0,0,0,115000
2023,2,1,0,1,0,0,0,0,127300
2023,2,1,0,0,0,0,0,0,135000
2024,0,1,0,1,0,0,0,0,166000
2025,2,1,100,0,0,0,1,0,178200
2024,2,1,100,0,0,0,0,0,131414
2023,1,1,0,0,1,0,0,0,150000
2024,1,1,100,1,0,0,0,0,95000
2025,1,1,0,0,0,0,0,1,115000
2023,2,1,100,0,1,0,0,0,182500
2024,2,1,0,1,0,0,0,0,144444
2025,2,1,0,1,0,0,0,0,346000
2025,1,1,0,1,0,0,0,0,231100
2024,2,1,0,1,0,0,0,0,234700
2023,2,1,100,0,0,0,0,0,133300
2024,1,1,0,1,0,0,0,0,84522
2024,1,1,0,0,0,0,0,1,178000
2024,2,1,0,1,0,0,0,0,209990
2025,2,1,100,1,0,0,0,0,215000
2023,2,1,0,1,0,0,0,0,310000
2021,1,2,100,1,0,0,0,0,82528
2024,2,1,0,0,1,0,0,0,241500
2024,2,1,100,0,1,0,0,0,117500
2025,3,1,0,0,0,0,1,0,113924
2024,2,1,0,0,1,0,0,0,56981
2025,2,1,100,0,0,0,1,0,117600
2024,2,1,0,1,0,0,0,0,112500
2023,1,1,100,1,0,0,0,0,60000
2024,2,1,100,1,0,0,0,0,138400
2023,2,1,100,0,1,0,0,0,231250
2024,2,1,0,0,1,0,0,0,178418
2024,2,1,100,1,0,0,0,0,200000
2025,2,1,0,1,0,0,0,0,172000
2024,2,1,0,0,0,0,0,0,160000
2024,2,1,100,1,0,0,0,0,161200
2025,2,1,0,1,0,0,0,0,117200
2024,1,1,0,0,0,0,0,0,106848
2024,2,1,0,0,1,0,0,0,91200
2024,1,1,100,1,0,0,0,0,205200
2024,1,1,0,1,0,0,0,0,55500
2024,0,1,0,0,0,0,0,0,90000
2024,2,1,0,1,0,0,0,0,144600
2025,2,1,0,0,1,0,0,0,209000
2024,0,1,0,0,0,0,0,0,106000
2023,0,1,100,0,0,0,0,0,81500
2025,1,1,0,1,0,0,0,0,115500
2025,1,1,0,0,0,0,0,1,53285
2023,2,1,0,1,0,0,0,0,185000
2025,2,1,100,0,0,0,1,0,161600
2024,1,1,100,1,0,0,0,0,132813
2025,1,1,100,0,1,0,0,0,190137
2024,2,1,0,1,0,0,0,0,198072
2025,1,1,0,0,0,0,0,1,75000
2023,1,1,0,1,0,0,0,0,300000
2025,2,1,0,1,0,0,0,0,212750
2025,0,1,0,0,0,0,0,0,250000
2025,2,1,0,0,0,0,0,1,116000
2024,1,1,0,1,0,0,0,0,247500
2025,1,1,0,0,0,0,0,0,93770
2024,2,1,0,1,0,0,0,0,187300
2024,1,1,0,1,0,0,0,0,166750
2025,1,1,0,1,0,0,0,0,195000
2024,2,1,0,0,1,0,0,0,192986
2024,2,1,0,0,1,0,0,0,146250
2024,2,1,0,0,0,0,1,0,253000
2023,2,1,0,0,0,0,0,0,176875
2025,1,1,0,1,0,0,0,0,97000
2025,1,1,100,1,0,0,0,0,74600
2025,0,1,0,0,0,0,0,0,89000
2025,0,1,0,0,0,0,0,0,96323
2024,3,1,0,1,0,0,0,0,128500
2025,2,1,0,1,0,0,0,0,85000
2023,1,1,0,0,0,0,0,0,86400
2024,2,1,0,0,0,0,1,0,163000
2024,2,1,0,1,0,0,0,0,419750
2024,2,1,100,1,0,0,0,0,131500
2024,2,1,100,0,0,0,0,1,134000
2025,2,1,0,0,0,0,0,1,285000
2024,0,1,0,0,1,0,0,0,250200
2020,0,0,100,0,1,0,0,0,105000
2024,2,1,0,1,0,0,0,0,152000
2023,2,1,0,0,1,0,0,0,144500
2025,0,1,0,0,0,0,0,0,267600
2024,1,1,0,0,1,0,0,0,91728
2024,2,1,0,0,1,0,0,0,96600
2024,2,1,0,0,1,0,0,0,112924
2023,2,1,100,1,0,0,0,0,156000
2025,0,1,0,0,0,0,0,0,87800
2025,0,1,0,0,0,0,0,1,54000
2024,2,1,0,0,0,1,0,0,68750
2023,2,1,100,1,0,0,0,0,275300
2024,2,1,100,0,0,0,0,1,115254
2025,1,1,0,0,0,0,0,0,136800
2025,2,1,100,0,1,0,0,0,167100
2025,3,1,0,0,0,0,0,1,249100
2024,2,1,100,0,0,0,0,1,170800
2024,2,1,100,0,0,0,1,0,158000
2023,2,1,0,0,1,0,0,0,203500
2024,1,1,0,0,1,0,0,0,202550
2025,3,1,0,0,1,0,0,0,90000
2024,1,1,100,0,0,0,1,0,92400
2024,1,1,0,0,1,0,0,0,72200
2024,1,1,0,0,0,1,0,0,130000
2024,1,1,0,1,0,0,0,0,104900
2023,2,1,0,1,0,0,0,0,300000
2024,3,1,0,0,0,0,1,0,205000
2024,2,1,100,0,0,0,0,0,79700
2025,0,1,0,0,0,1,0,0,165400
2025,2,1,100,1,0,0,0,0,191000
2025,2,1,0,0,0,0,1,0,142320
2023,2,1,0,0,0,0,0,0,84750
2024,2,1,100,0,0,0,0,0,87000
2025,2,1,0,0,0,0,1,0,235500
2025,2,1,100,0,0,0,0,1,100100
2024,2,1,0,1,0,0,0,0,189000
2024,2,1,0,0,0,0,1,0,141158
2025,2,1,0,1,0,0,0,0,142000
2025,2,1,100,0,0,0,1,0,234000
2024,0,1,0,1,0,0,0,0,54444
2025,2,1,0,0,0,0,0,1,110100
2024,2,1,0,1,0,0,0,0,202350
2025,1,1,100,1,0,0,0,0,180000
2024,1,1,100,0,0,0,0,0,83800
2025,1,1,0,0,1,0,0,0,44450
2024,0,1,0,0,1,0,0,0,115100
